    0    0    0    0    1    0    1    0    0    0    0    0     1    0    1    0 0.2500000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    0     1    0    1    1 0.0000000000 -0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    0     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    0     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    0    1    0 0.0000000000 -0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    0    1    1 -0.1561889024 -0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    0    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    0    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    0    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    1    1    0 0.2500000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    1    1    1 0.0000000000 -0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    1     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    1     1    0    1    1 0.0000000000 0.0000000000 
