    0    0    0    0    1    0    1    0    0    0    0    0     1    0    1    0 0.2500000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    0     1    0    1    1 0.0000000000 -0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    0     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    0     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    0    1    0 -0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    0    1    1 -0.1443375673 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    0    0    1     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    0    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    0     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    0    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    1    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0    0    1    0    1     1    1    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    0    1    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    1    1    0 0.2500000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    0     1    1    1    1 0.0000000000 -0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    1     1    0    1    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    1    0    0    0    1     1    0    1    1 0.0000000000 0.0000000000 
